"";"trabalha";"mae";"raça";"NSEAluno";"major"
"411";"Nao_Sabe";"Fund+";"Branca";"5.75";"Publica"
"412";"Nao_Sabe";"Superior+";"Branca";"5.41";"Publica"
"413";"Trabalhar";"Medio+";"Parda";"6.44";"Publica"
"414";"Trabalhar";"Fund-";"Branca";"5.51";"Publica"
"415";"Nao_Sabe";"Superior+";"Parda";"4.76";"Publica"
"416";"Trabalhar";"Fund-";"Parda";"5.72";"Publica"
"417";"Nao_Sabe";"Superior+";"Branca";"5.02";"Publica"
"418";"Trabalhar";"Fund-";"Branca";"4.84";"Publica"
"419";"Nao_Sabe";"Superior+";"Parda";"5.32";"Publica"
"420";"Nao_Sabe";"Fund-";"Branca";"4.85";"Publica"
"421";"Nao_Sabe";"Superior+";"Branca";"4.7";"Publica"
"422";"Nao_Sabe";"Superior+";"Parda";"6.2";"Publica"
"423";"Trabalhar";"Fund-";"Branca";"5.37";"Publica"
"424";"Nao_Sabe";"Medio+";"Branca";"5.98";"Publica"
"425";"Trabalhar";"Medio+";"Branca";"4.67";"Publica"
"426";"Nao_Sabe";"Fund+";"Branca";"5.68";"Publica"
"427";"Nao_Sabe";"Superior+";"Branca";"4.84";"Publica"
"428";"Nao_Sabe";"Superior+";"Preta";"4.72";"Publica"
"429";"Nao_Sabe";"Fund-";"Parda";"5.98";"Publica"
"430";"Nao_Sabe";"Superior+";"Parda";"5.67";"Publica"
"431";"Nao_Sabe";"Fund+";"Parda";"5.69";"Publica"
"432";"Trabalhar";"Fund-";"Parda";"3.29";"Publica"
"433";"Trabalhar";"Medio+";"Branca";"6.13";"Publica"
"434";"Trabalhar";"Fund+";"Branca";"5.85";"Publica"
"435";"Trabalhar";"Fund-";"Branca";"4.83";"Publica"
"436";"Trabalhar";"Fund+";"Parda";"5.29";"Publica"
"437";"Estudar";"Medio+";"Branca";"5.8";"Publica"
"438";"Estudar";"Fund+";"Branca";"6.32";"Publica"
"439";"Trabalhar";"Medio+";"Branca";"6.15";"Publica"
"440";"Trabalhar";"Fund+";"Branca";"5.92";"Publica"
"441";"Nao_Sabe";"Fund-";"Parda";"5.78";"Publica"
"442";"Nao_Sabe";"Medio+";"Branca";"6.33";"Pub+Pri"
"443";"Nao_Sabe";"Superior+";"Parda";"4.6";"Publica"
"444";"Estudar";"Fund+";"Branca";"5.79";"Publica"
"445";"Nao_Sabe";"Fund+";"Branca";"5.92";"Publica"
"446";"Estudar";"Fund+";"Branca";"5.17";"Pub+Pri"
"447";"Nao_Sabe";"Fund-";"Branca";"4.94";"Publica"
"448";"Nao_Sabe";"Superior+";"Branca";"5.05";"Publica"
"449";"Nao_Sabe";"Fund-";"Parda";"4.18";"Publica"
"450";"Trabalhar";"Fund+";"Parda";"";"Publica"
"451";"Trabalhar";"Fund+";"Branca";"5.51";"Publica"
"452";"Trabalhar";"Superior+";"Parda";"6.65";"Publica"
"453";"Trabalhar";"Superior+";"Parda";"4.7";"Publica"
"454";"Trabalhar";"Fund+";"Branca";"5.93";"Publica"
"455";"Trabalhar";"Fund+";"Branca";"5.38";"Publica"
"456";"Nao_Sabe";"Fund-";"Preta";"5.4";"Publica"
"457";"Nao_Sabe";"Fund+";"Preta";"5.92";"Publica"
"458";"Nao_Sabe";"Fund+";"Parda";"5.93";"Publica"
"459";"Trabalhar";"Fund+";"Parda";"5.52";"Publica"
"460";"Trabalhar";"Fund-";"Preta";"5.58";"Publica"
"461";"Nao_Sabe";"Medio+";"Branca";"5.45";"Publica"
"462";"Nao_Sabe";"Superior+";"Branca";"4.96";"Publica"
"463";"Trabalhar";"Fund+";"Branca";"5.1";"Publica"
"464";"Nao_Sabe";"Fund-";"Preta";"5.47";"Publica"
"465";"Nao_Sabe";"Medio+";"Parda";"5.06";"Publica"
"466";"Trabalhar";"Fund-";"Branca";"5.06";"Publica"
"467";"Trabalhar";"Superior+";"Branca";"5.89";"Publica"
"468";"Estudar";"Fund+";"Branca";"5.31";"Pub+Pri"
"469";"Estudar";"Medio+";"Branca";"6";"Pub+Pri"
"470";"Trabalhar";"Medio+";"Branca";"7.06";"Pub+Pri"
"471";"Estudar";"Fund-";"Branca";"6.57";"Privada"
"472";"Trabalhar";"Fund-";"Branca";"5.76";"Publica"
"473";"Nao_Sabe";"Fund-";"Branca";"4.75";"Publica"
"474";"Trabalhar";"Medio+";"Preta";"5.47";"Publica"
"475";"Trabalhar";"Fund-";"Parda";"4.3";"Publica"
"476";"Estudar";"Superior+";"Parda";"4.97";"Publica"
"477";"Nao_Sabe";"Medio+";"Parda";"5.92";"Pub+Pri"
"478";"Nao_Sabe";"Medio+";"Branca";"5.47";"Pub+Pri"
"479";"Nao_Sabe";"Superior+";"Branca";"5.64";"Pub+Pri"
"480";"Estudar";"Medio+";"Branca";"6.6";"Pub+Pri"
"481";"Estudar";"Fund+";"Branca";"6.32";"Publica"
"482";"Estudar";"Medio+";"Branca";"6.19";"Publica"
"483";"Trabalhar";"Fund-";"Branca";"6.26";"Publica"
"484";"Trabalhar";"Fund+";"Parda";"6.12";"Publica"
"485";"Nao_Sabe";"Medio+";"Branca";"6.7";"Pub+Pri"
"486";"Nao_Sabe";"Medio+";"Preta";"5.66";"Privada"
"487";"Trabalhar";"Fund-";"Branca";"5.65";"Publica"
"488";"Estudar";"Fund+";"Branca";"7.18";"Publica"
"489";"Estudar";"Fund-";"Branca";"5.91";"Publica"
"490";"Nao_Sabe";"Medio+";"Parda";"6.6";"Pub+Pri"
"491";"Nao_Sabe";"Fund-";"Parda";"4.72";"Publica"
"492";"Trabalhar";"Fund+";"Branca";"5.82";"Publica"
"493";"Nao_Sabe";"Fund+";"Preta";"4.8";"Publica"
"494";"Nao_Sabe";"Fund-";"Preta";"5.24";"Publica"
"495";"Nao_Sabe";"Medio+";"Branca";"6.62";"Publica"
"496";"Estudar";"Superior+";"Branca";"4.47";"Publica"
"497";"Estudar";"Fund+";"Branca";"6.52";"Publica"
"498";"Trabalhar";"Fund+";"Parda";"5.16";"Publica"
"499";"Trabalhar";"Fund+";"Preta";"5.65";"Publica"
"500";"Nao_Sabe";"Medio+";"Parda";"5.89";"Publica"
"501";"Trabalhar";"Fund+";"Parda";"5.22";"Publica"
"502";"Nao_Sabe";"Fund-";"Parda";"4.73";"Publica"
"503";"Estudar";"Fund+";"Preta";"5.56";"Publica"
"504";"Nao_Sabe";"Fund-";"Branca";"5.77";"Publica"
"505";"Trabalhar";"Fund-";"Parda";"5.38";"Publica"
"506";"Trabalhar";"Fund+";"Parda";"5.37";"Publica"
"507";"Nao_Sabe";"Fund+";"Branca";"5.72";"Publica"
"508";"Trabalhar";"Fund+";"Branca";"6.33";"Pub+Pri"
"509";"Nao_Sabe";"Fund+";"Parda";"5.51";"Publica"
"510";"Nao_Sabe";"Fund+";"Branca";"5.29";"Publica"
"511";"Estudar";"Medio+";"Branca";"6.82";"Publica"
"512";"Nao_Sabe";"Fund+";"Parda";"5.39";"Publica"
"513";"Trabalhar";"Fund-";"Preta";"3.62";"Publica"
"514";"Trabalhar";"Superior+";"Branca";"5.67";"Publica"
"515";"Nao_Sabe";"Medio+";"Preta";"5.46";"Publica"
"516";"Trabalhar";"Superior+";"Parda";"5.29";"Publica"
"517";"Trabalhar";"Fund+";"Branca";"4.37";"Publica"
"518";"Nao_Sabe";"Fund+";"Branca";"5.86";"Publica"
"519";"Nao_Sabe";"Fund+";"Preta";"5.34";"Publica"
"520";"Trabalhar";"Fund-";"Branca";"4.74";"Publica"
"521";"Nao_Sabe";"Fund-";"Parda";"4.97";"Publica"
"522";"Estudar";"Fund+";"Parda";"5.96";"Privada"
"523";"Nao_Sabe";"Fund-";"Parda";"4.33";"Publica"
"524";"Estudar";"Medio+";"Parda";"5.06";"Publica"
"525";"Trabalhar";"Superior+";"Parda";"6.5";"Publica"
"526";"Estudar";"Fund+";"Branca";"5.74";"Publica"
"527";"Trabalhar";"Superior+";"Parda";"5.62";"Publica"
"528";"Trabalhar";"Fund+";"Branca";"5.57";"Publica"
"529";"Nao_Sabe";"Fund+";"Branca";"5.65";"Pub+Pri"
"530";"Nao_Sabe";"Fund+";"Parda";"5.46";"Publica"
"531";"Trabalhar";"Fund-";"Preta";"5.12";"Publica"
"532";"Trabalhar";"Fund+";"Branca";"5.49";"Publica"
"533";"Nao_Sabe";"Superior+";"Parda";"5.6";"Pub+Pri"
"534";"Trabalhar";"Fund+";"Branca";"6.03";"Publica"
"535";"Estudar";"Superior+";"Preta";"4.78";"Publica"
"536";"Nao_Sabe";"Fund+";"Branca";"5.48";"Publica"
"537";"Nao_Sabe";"Superior+";"Branca";"5.99";"Publica"
"538";"Nao_Sabe";"Fund+";"Branca";"4.93";"Publica"
"539";"Nao_Sabe";"Fund-";"Parda";"5.16";"Publica"
"540";"Trabalhar";"Fund-";"Branca";"4.82";"Publica"
"541";"Trabalhar";"Fund-";"Branca";"5.33";"Publica"
"542";"Trabalhar";"Fund-";"Parda";"5.59";"Publica"
"543";"Nao_Sabe";"Fund+";"Branca";"";"Publica"
"544";"Trabalhar";"Fund+";"Parda";"5.23";"Publica"
"545";"Nao_Sabe";"Fund-";"Branca";"4.99";"Publica"
"546";"Trabalhar";"Superior+";"Branca";"5.1";"Publica"
"547";"Trabalhar";"Superior+";"Branca";"5.72";"Publica"
"548";"Estudar";"Fund-";"Branca";"5.36";"Pub+Pri"
"549";"Nao_Sabe";"Superior+";"Parda";"6.2";"Publica"
"550";"Trabalhar";"Fund+";"Parda";"4.52";"Publica"
"551";"Trabalhar";"Fund-";"Branca";"5.06";"Publica"
"552";"Trabalhar";"Fund-";"Preta";"5.25";"Publica"
"553";"Trabalhar";"Fund+";"Branca";"4.89";"Publica"
"554";"Nao_Sabe";"Superior+";"Parda";"5.37";"Publica"
"555";"Trabalhar";"Superior+";"Branca";"6.3";"Publica"
"556";"Estudar";"Medio+";"Branca";"7.12";"Publica"
"557";"Trabalhar";"Fund-";"Parda";"5.08";"Publica"
"558";"Trabalhar";"Fund+";"Parda";"5.54";"Publica"
"559";"Trabalhar";"Fund-";"Branca";"5.2";"Publica"
"560";"Nao_Sabe";"Fund+";"Parda";"5.54";"Publica"
"561";"Nao_Sabe";"Superior+";"Parda";"4.69";"Publica"
"562";"Trabalhar";"Superior+";"Parda";"5.63";"Publica"
"563";"Trabalhar";"Superior+";"Branca";"4.67";"Publica"
"564";"Trabalhar";"Fund-";"Parda";"5.82";"Publica"
"565";"Nao_Sabe";"Superior+";"Branca";"5.26";"Publica"
"566";"Trabalhar";"Superior+";"Preta";"5.53";"Publica"
"567";"Estudar";"Fund+";"Branca";"5.17";"Publica"
"568";"Trabalhar";"Medio+";"Branca";"6.4";"Publica"
"569";"Trabalhar";"Fund+";"Branca";"4.97";"Publica"
"570";"Trabalhar";"Fund-";"Branca";"4.92";"Publica"
"571";"Estudar";"Fund-";"Preta";"3.93";"Publica"
"572";"Trabalhar";"Fund+";"Branca";"";"Publica"
"573";"Trabalhar";"Fund+";"Parda";"5.32";"Publica"
"574";"Trabalhar";"Superior+";"Preta";"4.35";"Publica"
"575";"Trabalhar";"Superior+";"Branca";"5.16";"Publica"
"576";"Trabalhar";"Superior+";"Parda";"5.16";"Publica"
"577";"Nao_Sabe";"Medio+";"Parda";"6.13";"Publica"
"578";"Trabalhar";"Superior+";"Preta";"";"Pub+Pri"
"579";"Estudar";"Superior+";"Branca";"5.47";"Publica"
"580";"Nao_Sabe";"Superior+";"Parda";"5.66";"Publica"
"581";"Trabalhar";"Fund+";"Parda";"4.88";"Publica"
"582";"Estudar";"Medio+";"Parda";"5.86";"Publica"
"583";"Trabalhar";"Fund+";"Branca";"5.19";"Publica"
"584";"Nao_Sabe";"Fund-";"Parda";"4.94";"Publica"
"585";"Trabalhar";"Fund+";"Branca";"4.19";"Publica"
"586";"Trabalhar";"Fund-";"Parda";"4.69";"Publica"
"587";"Nao_Sabe";"Fund-";"Branca";"6.41";"Publica"
"588";"Nao_Sabe";"Superior+";"Branca";"4.39";"Publica"
"589";"Estudar";"Fund+";"Preta";"6.19";"Publica"
"590";"Nao_Sabe";"Fund-";"Branca";"5.58";"Publica"
"591";"Nao_Sabe";"Fund+";"Branca";"5.03";"Publica"
"592";"Trabalhar";"Fund+";"Parda";"3.2";"Publica"
"593";"Trabalhar";"Fund+";"Branca";"5.58";"Publica"
"594";"Trabalhar";"Fund+";"Parda";"3.69";"Privada"
"595";"Nao_Sabe";"Fund+";"Parda";"5.55";"Publica"
"596";"Nao_Sabe";"Superior+";"Preta";"4.04";"Publica"
"597";"Trabalhar";"Superior+";"Parda";"5.52";"Publica"
"598";"Nao_Sabe";"Superior+";"Parda";"5.28";"Publica"
"599";"Trabalhar";"Fund+";"Branca";"6.09";"Publica"
"600";"Trabalhar";"Superior+";"Parda";"5.78";"Publica"
"601";"Nao_Sabe";"Fund-";"Preta";"4.69";"Publica"
"602";"Trabalhar";"Fund-";"Branca";"4.53";"Publica"
"603";"Nao_Sabe";"Fund-";"Parda";"5.26";"Publica"
"604";"Trabalhar";"Fund-";"Parda";"4.71";"Publica"
"605";"Nao_Sabe";"Superior+";"Branca";"5.03";"Publica"
"606";"Nao_Sabe";"Medio+";"Branca";"5.99";"Pub+Pri"
"607";"Trabalhar";"Fund-";"Preta";"5.64";"Publica"
"608";"Trabalhar";"Superior+";"Branca";"6.08";"Publica"
"609";"Trabalhar";"Superior+";"Branca";"4.97";"Publica"
"610";"Trabalhar";"Superior+";"Parda";"6.09";"Publica"
"611";"Trabalhar";"Fund+";"Parda";"5.78";"Publica"
"612";"Trabalhar";"Superior+";"Parda";"4.6";"Publica"
"613";"Nao_Sabe";"Fund-";"Preta";"4.42";"Publica"
"614";"Nao_Sabe";"Fund-";"Branca";"4.62";"Publica"
"615";"Nao_Sabe";"Superior+";"Preta";"";"Publica"
"616";"Trabalhar";"Fund-";"Parda";"4.12";"Publica"
"617";"Nao_Sabe";"Medio+";"Branca";"6.89";"Publica"
"618";"Trabalhar";"Superior+";"Parda";"5.24";"Publica"
"619";"Trabalhar";"Fund+";"Preta";"6.28";"Publica"
"620";"Nao_Sabe";"Superior+";"Branca";"";"Publica"
"621";"Trabalhar";"Fund+";"Preta";"5.92";"Publica"
"622";"Nao_Sabe";"Medio+";"Parda";"5.04";"Publica"
"623";"Estudar";"Fund-";"Branca";"5.5";"Publica"
"624";"Trabalhar";"Fund-";"Parda";"5.23";"Publica"
"625";"Trabalhar";"Fund+";"Preta";"4.89";"Publica"
"626";"Trabalhar";"Fund-";"Parda";"6.11";"Publica"
"627";"Nao_Sabe";"Fund-";"Branca";"4.19";"Publica"
"628";"Trabalhar";"Fund+";"Parda";"4.97";"Publica"
"629";"Trabalhar";"Fund+";"Branca";"5.92";"Publica"
"630";"Trabalhar";"Superior+";"Parda";"";"Publica"
"631";"Trabalhar";"Medio+";"Branca";"3.93";"Publica"
"632";"Nao_Sabe";"Superior+";"Branca";"4.16";"Publica"
"633";"Trabalhar";"Fund-";"Parda";"4.49";"Publica"
"634";"Nao_Sabe";"Fund-";"Branca";"3.71";"Privada"
"635";"Nao_Sabe";"Fund+";"Preta";"4.96";"Publica"
"636";"Nao_Sabe";"Fund+";"Parda";"4.68";"Pub+Pri"
"637";"Trabalhar";"Fund-";"Parda";"5.42";"Publica"
"638";"Nao_Sabe";"Fund+";"Branca";"";"Publica"
"639";"Trabalhar";"Fund-";"Branca";"4.06";"Publica"
"640";"Trabalhar";"Fund-";"Parda";"3.92";"Publica"
"641";"Trabalhar";"Fund+";"Parda";"5.21";"Publica"
"642";"Trabalhar";"Superior+";"Parda";"3.53";"Publica"
"643";"Trabalhar";"Fund+";"Parda";"5.16";"Privada"
"644";"Trabalhar";"Fund+";"Branca";"5.51";"Publica"
"645";"Nao_Sabe";"Fund+";"Preta";"6.48";"Publica"
"646";"Trabalhar";"Fund-";"Parda";"5.14";"Publica"
"647";"Estudar";"Medio+";"Branca";"5.11";"Pub+Pri"
"648";"Trabalhar";"Fund+";"Parda";"5.37";"Publica"
"649";"Trabalhar";"Fund+";"Branca";"4.65";"Publica"
"650";"Trabalhar";"Fund-";"Parda";"5.35";"Publica"
"651";"Trabalhar";"Fund-";"Branca";"6.19";"Publica"
"652";"Trabalhar";"Fund-";"Parda";"4.27";"Publica"
"653";"Trabalhar";"Fund+";"Branca";"5.3";"Publica"
"654";"Trabalhar";"Fund-";"Branca";"4.64";"Publica"
"655";"Trabalhar";"Fund-";"Branca";"4.49";"Publica"
"656";"Nao_Sabe";"Medio+";"Parda";"5.99";"Pub+Pri"
"657";"Nao_Sabe";"Fund-";"Branca";"4.52";"Publica"
"658";"Nao_Sabe";"Fund-";"Parda";"4.01";"Publica"
"659";"Trabalhar";"Fund-";"Parda";"5.73";"Publica"
"660";"Trabalhar";"Superior+";"Branca";"6.13";"Publica"
"661";"Trabalhar";"Fund+";"Parda";"5.8";"Publica"
"662";"Nao_Sabe";"Fund+";"Parda";"5.08";"Publica"
"663";"Nao_Sabe";"Superior+";"Branca";"5.15";"Pub+Pri"
"664";"Trabalhar";"Fund+";"Parda";"5.3";"Publica"
"665";"Nao_Sabe";"Fund-";"Branca";"3.67";"Publica"
"666";"Trabalhar";"Fund+";"Preta";"5.05";"Publica"
"667";"Trabalhar";"Fund-";"Parda";"5.23";"Publica"
"668";"Trabalhar";"Fund-";"Branca";"5.75";"Publica"
"669";"Trabalhar";"Superior+";"Branca";"4.34";"Publica"
"670";"Trabalhar";"Fund-";"Branca";"4.3";"Publica"
"671";"Estudar";"Fund+";"Branca";"5.72";"Pub+Pri"
"672";"Estudar";"Medio+";"Branca";"5.59";"Publica"
"673";"Trabalhar";"Superior+";"Branca";"4.76";"Publica"
"674";"Estudar";"Fund+";"Branca";"6.59";"Pub+Pri"
"675";"Nao_Sabe";"Fund+";"Branca";"4.87";"Publica"
"676";"Estudar";"Fund+";"Branca";"5.29";"Publica"
"677";"Estudar";"Medio+";"Branca";"6.05";"Pub+Pri"
"678";"Estudar";"Fund+";"Branca";"5.77";"Publica"
"679";"Trabalhar";"Superior+";"Branca";"5";"Publica"
"680";"Nao_Sabe";"Medio+";"Parda";"5.41";"Publica"
"681";"Trabalhar";"Fund+";"Branca";"5.37";"Publica"
"682";"Trabalhar";"Superior+";"Preta";"5.13";"Publica"
"683";"Estudar";"Superior+";"Branca";"5.68";"Publica"
"684";"Nao_Sabe";"Fund+";"Branca";"5.77";"Publica"
"685";"Nao_Sabe";"Fund+";"Branca";"5.61";"Publica"
"686";"Trabalhar";"Fund-";"Branca";"5.51";"Publica"
"687";"Trabalhar";"Fund-";"Branca";"5.48";"Publica"
"688";"Nao_Sabe";"Fund+";"Parda";"5.1";"Publica"
"689";"Trabalhar";"Fund-";"Parda";"5.84";"Publica"
"690";"Trabalhar";"Fund+";"Branca";"5.66";"Publica"
"691";"Nao_Sabe";"Medio+";"Branca";"5.94";"Publica"
"692";"Trabalhar";"Superior+";"Branca";"5.21";"Publica"
"693";"Trabalhar";"Fund+";"Preta";"4.78";"Publica"
"694";"Trabalhar";"Fund+";"Preta";"4.91";"Publica"
"695";"Trabalhar";"Superior+";"Preta";"";"Publica"
"696";"Trabalhar";"Fund+";"Branca";"6.47";"Publica"
"697";"Trabalhar";"Fund-";"Preta";"6.26";"Publica"
"698";"Nao_Sabe";"Fund-";"Branca";"3.09";"Publica"
"699";"Nao_Sabe";"Fund+";"Preta";"5.52";"Publica"
"700";"Trabalhar";"Superior+";"Parda";"5.6";"Publica"
"701";"Trabalhar";"Fund-";"Preta";"4.03";"Publica"
"702";"Nao_Sabe";"Fund-";"Parda";"4.97";"Publica"
"703";"Trabalhar";"Superior+";"Preta";"4.7";"Publica"
"704";"Nao_Sabe";"Fund-";"Preta";"5.42";"Publica"
"705";"Estudar";"Fund-";"Parda";"5.04";"Publica"
"706";"Estudar";"Fund-";"Branca";"5.62";"Publica"
"707";"Trabalhar";"Superior+";"Parda";"4.84";"Publica"
"708";"Trabalhar";"Fund+";"Parda";"4.72";"Publica"
"709";"Trabalhar";"Fund+";"Parda";"5.92";"Publica"
"710";"Estudar";"Fund+";"Branca";"5.02";"Publica"
"711";"Trabalhar";"Fund-";"Preta";"4.36";"Publica"
"712";"Nao_Sabe";"Superior+";"Parda";"5.59";"Publica"
"713";"Trabalhar";"Fund+";"Parda";"4.63";"Publica"
"714";"Nao_Sabe";"Fund-";"Parda";"5.2";"Publica"
"715";"Nao_Sabe";"Superior+";"Branca";"4.33";"Publica"
"716";"Trabalhar";"Fund+";"Branca";"6.03";"Publica"
"717";"Trabalhar";"Superior+";"Preta";"4.34";"Publica"
"718";"Trabalhar";"Superior+";"Parda";"6.01";"Publica"
"719";"Nao_Sabe";"Superior+";"Branca";"5.48";"Publica"
"720";"Trabalhar";"Fund-";"Parda";"5.38";"Publica"
"721";"Trabalhar";"Superior+";"Preta";"4.56";"Publica"
"722";"Nao_Sabe";"Fund+";"Branca";"5.67";"Publica"
"723";"Nao_Sabe";"Superior+";"Branca";"5.46";"Publica"
"724";"Estudar";"Fund+";"Preta";"6.66";"Publica"
"725";"Trabalhar";"Fund+";"Parda";"5.22";"Publica"
"726";"Trabalhar";"Fund+";"Branca";"5.35";"Publica"
"727";"Nao_Sabe";"Fund-";"Branca";"4.77";"Publica"
"728";"Trabalhar";"Fund-";"Preta";"4.07";"Publica"
"729";"Trabalhar";"Fund-";"Preta";"5.29";"Publica"
"730";"Trabalhar";"Fund-";"Parda";"5.97";"Publica"
"731";"Trabalhar";"Fund-";"Branca";"4.72";"Publica"
"732";"Nao_Sabe";"Fund-";"Parda";"3.83";"Publica"
"733";"Trabalhar";"Fund-";"Branca";"4.61";"Publica"
"734";"Nao_Sabe";"Superior+";"Branca";"6.03";"Pub+Pri"
"735";"Estudar";"Fund-";"Branca";"4.57";"Publica"
"736";"Nao_Sabe";"Fund+";"Branca";"4.41";"Publica"
"737";"Nao_Sabe";"Fund-";"Preta";"5.48";"Publica"
"738";"Estudar";"Fund-";"Preta";"5.65";"Publica"
"739";"Trabalhar";"Fund+";"Parda";"5.58";"Pub+Pri"
"740";"Estudar";"Medio+";"Branca";"5.29";"Pub+Pri"
"741";"Estudar";"Medio+";"Branca";"6.01";"Pub+Pri"
"742";"Trabalhar";"Medio+";"Branca";"5.89";"Publica"
"743";"Trabalhar";"Fund+";"Parda";"5.45";"Publica"
"744";"Estudar";"Fund-";"Branca";"5.65";"Privada"
"745";"Estudar";"Fund+";"Branca";"6.19";"Pub+Pri"
"746";"Nao_Sabe";"Fund+";"Branca";"5.77";"Publica"
"747";"Trabalhar";"Medio+";"Branca";"5.66";"Publica"
"748";"Nao_Sabe";"Medio+";"Branca";"6.49";"Publica"
"749";"Nao_Sabe";"Fund+";"Branca";"5.68";"Publica"
"750";"Trabalhar";"Fund+";"Parda";"5.28";"Publica"
"751";"Nao_Sabe";"Fund+";"Branca";"6.6";"Publica"
"752";"Nao_Sabe";"Fund+";"Branca";"5.69";"Pub+Pri"
"753";"Estudar";"Fund+";"Branca";"5.86";"Pub+Pri"
"754";"Nao_Sabe";"Medio+";"Branca";"6.65";"Publica"
"755";"Nao_Sabe";"Medio+";"Branca";"5.89";"Pub+Pri"
"756";"Nao_Sabe";"Medio+";"Branca";"6.26";"Publica"
"757";"Trabalhar";"Fund-";"Branca";"5.15";"Publica"
"758";"Trabalhar";"Medio+";"Branca";"6.06";"Publica"
"759";"Trabalhar";"Fund+";"Branca";"5.2";"Publica"
"760";"Trabalhar";"Fund+";"Parda";"5.99";"Publica"
"761";"Estudar";"Fund-";"Branca";"5";"Publica"
"762";"Trabalhar";"Fund-";"Parda";"4.93";"Publica"
"763";"Nao_Sabe";"Fund-";"Parda";"5";"Publica"
"764";"Nao_Sabe";"Fund+";"Branca";"5.92";"Publica"
"765";"Trabalhar";"Medio+";"Parda";"5.78";"Publica"
"766";"Trabalhar";"Superior+";"Branca";"5.48";"Publica"
"767";"Trabalhar";"Fund+";"Branca";"4.68";"Publica"
"768";"Estudar";"Fund-";"Parda";"5.43";"Publica"
"769";"Nao_Sabe";"Fund-";"Parda";"5.8";"Publica"
"770";"Nao_Sabe";"Superior+";"Branca";"4.36";"Publica"
"771";"Nao_Sabe";"Fund+";"Parda";"5.23";"Publica"
"772";"Nao_Sabe";"Superior+";"Preta";"";"Publica"
"773";"Nao_Sabe";"Superior+";"Parda";"3.73";"Publica"
"774";"Nao_Sabe";"Superior+";"Parda";"4.75";"Publica"
"775";"Nao_Sabe";"Fund+";"Parda";"6.41";"Publica"
"776";"Nao_Sabe";"Fund+";"Parda";"5.48";"Publica"
"777";"Nao_Sabe";"Superior+";"Branca";"4.98";"Publica"
"778";"Nao_Sabe";"Superior+";"Branca";"5.93";"Publica"
"779";"Trabalhar";"Fund+";"Parda";"4.69";"Publica"
"780";"Estudar";"Fund+";"Branca";"6.63";"Privada"
"781";"Estudar";"Superior+";"Branca";"5.19";"Publica"
"782";"Trabalhar";"Fund+";"Branca";"5.65";"Publica"
"783";"Trabalhar";"Fund-";"Parda";"5.49";"Publica"
"784";"Nao_Sabe";"Fund-";"Branca";"5.63";"Publica"
"785";"Estudar";"Fund+";"Parda";"5.22";"Publica"
"786";"Trabalhar";"Fund+";"Parda";"5.22";"Publica"
"787";"Trabalhar";"Superior+";"Parda";"4.66";"Publica"
"788";"Nao_Sabe";"Superior+";"Parda";"5.98";"Publica"
"789";"Nao_Sabe";"Medio+";"Parda";"6.24";"Publica"
"790";"Trabalhar";"Superior+";"Parda";"5.75";"Publica"
"791";"Trabalhar";"Superior+";"Branca";"5.75";"Publica"
"792";"Trabalhar";"Fund+";"Preta";"6.07";"Publica"
"793";"Trabalhar";"Superior+";"Branca";"4.5";"Publica"
"794";"Trabalhar";"Fund+";"Parda";"4.95";"Pub+Pri"
"795";"Trabalhar";"Fund-";"Preta";"5.46";"Publica"
"796";"Nao_Sabe";"Fund+";"Parda";"5";"Publica"
"797";"Estudar";"Medio+";"Parda";"5.83";"Publica"
"798";"Estudar";"Fund-";"Branca";"6.04";"Publica"
"799";"Trabalhar";"Fund+";"Parda";"4.63";"Publica"
"800";"Trabalhar";"Fund+";"Preta";"4.99";"Publica"
"801";"Nao_Sabe";"Fund+";"Branca";"5.49";"Publica"
"802";"Estudar";"Fund+";"Branca";"5.94";"Publica"
"803";"Trabalhar";"Fund-";"Branca";"5.26";"Publica"
"804";"Nao_Sabe";"Medio+";"Parda";"5.03";"Publica"
"805";"Nao_Sabe";"Fund+";"Parda";"6.22";"Pub+Pri"
"806";"Trabalhar";"Fund+";"Parda";"5.55";"Publica"
"807";"Trabalhar";"Fund-";"Branca";"4.32";"Publica"
"808";"Nao_Sabe";"Fund-";"Parda";"3.57";"Publica"
"809";"Nao_Sabe";"Fund+";"Parda";"5.62";"Publica"
"810";"Estudar";"Fund+";"Branca";"5.93";"Publica"
"811";"Estudar";"Medio+";"Parda";"5.59";"Publica"
"812";"Nao_Sabe";"Fund-";"Parda";"4.47";"Publica"
"813";"Nao_Sabe";"Fund-";"Parda";"5.41";"Publica"
"814";"Trabalhar";"Fund-";"Preta";"4.43";"Pub+Pri"
"815";"Trabalhar";"Fund+";"Branca";"5.88";"Publica"
"816";"Nao_Sabe";"Fund+";"Parda";"4.25";"Publica"
"817";"Nao_Sabe";"Superior+";"Parda";"5.28";"Publica"
"818";"Nao_Sabe";"Medio+";"Branca";"6.37";"Pub+Pri"
"819";"Trabalhar";"Fund+";"Parda";"";"Publica"
"820";"Trabalhar";"Fund-";"Branca";"4.99";"Publica"
"821";"Trabalhar";"Fund+";"Parda";"5.63";"Publica"
"822";"Trabalhar";"Fund+";"Preta";"5.8";"Publica"
"823";"Estudar";"Medio+";"Branca";"5.05";"Publica"
"824";"Trabalhar";"Fund-";"Preta";"6.24";"Publica"
